iter	RMSE
125	6391.439288
126	6341.36618
127	6257.440538
128	6215.806
129	6211.917785
130	6163.345234
131	6070.629776
132	6015.845721
133	5969.474354
134	5923.780685
135	5888.105081
136	5852.566789
137	5802.326143
138	5783.570226
139	5742.99994
140	5662.903963
141	5617.477592
142	5529.367142
143	5475.249584
144	5423.524634
145	5352.783398
146	5319.056466
147	5280.144553
148	5205.016607
149	5159.111832
150	5117.813055
151	5097.324013
152	5065.246586
153	5008.356138
154	5005.345488
155	4948.79552
156	4919.745561
157	4882.652226
158	4816.593476
159	4750.502208
160	4667.09215
161	4625.48924
162	4595.553192
163	4577.288935
164	4536.906461
165	4481.857128
166	4464.048224
167	4410.9724
168	4366.306821
169	4324.24757
170	4297.440863
171	4267.085702
172	4262.857973
173	4227.242168
174	4187.12796
175	4134.673296
176	4102.675118
177	4059.956807
178	4009.163788
179	3994.864179
180	3955.902287
181	3925.855583
182	3903.834711
183	3873.132865
184	3832.806233
185	3796.272387
186	3757.139558
187	3720.438178
188	3718.30448
189	3715.969526
190	3696.306712
191	3649.751679
192	3612.266019
193	3610.473898
194	3609.270167
195	3595.859721
196	3559.553495
197	3520.621544
198	3486.671202
199	3456.207898
200	3428.048869
201	3426.803904
202	3403.554432
203	3378.008281
204	3354.786968
205	3342.76226
206	3319.93419
207	3292.391077
208	3273.851536
209	3262.480439
210	3233.232547
211	3212.921118
212	3211.431967
213	3189.944424
214	3188.273476
215	3171.703597
216	3142.999675
217	3122.213815
218	3089.483503
219	3050.359486
220	3024.261732
221	2995.611522
222	2994.168706
223	2974.251858
224	2937.15113
225	2913.930127
226	2893.333422
227	2876.123609
228	2843.519653
229	2817.677185
230	2809.960399
231	2779.193626
232	2770.11795
233	2739.734749
234	2713.357847
235	2707.110416
236	2689.228493
237	2668.161542
238	2629.040581
239	2607.321449
240	2593.216344
241	2576.977147
242	2552.339756
243	2519.967341
244	2491.700668
245	2461.448586
246	2431.372278
247	2406.587432
248	2392.136128
249	2382.825244
250	2381.444361
251	2357.823901
252	2343.319991
253	2328.010018
254	2297.77923
255	2274.229607
256	2258.551137
257	2231.818048
258	2215.098336
259	2201.707799
260	2187.517826
261	2173.806289
262	2169.903928
263	2163.304025
264	2141.566542
265	2125.249218
266	2117.534471
267	2096.139981
268	2095.353231
269	2074.463792
270	2071.212653
271	2050.855013
272	2034.620616
273	2034.084824
274	2024.206307
275	2022.489929
276	2005.309655
277	1991.217671
278	1976.230953
279	1962.901736
280	1946.176772
281	1943.077926
282	1942.505427
283	1927.848887
284	1925.211432
285	1921.767755
286	1912.161089
287	1889.478259
288	1874.402707
289	1860.730383
290	1838.581904
291	1834.292608
292	1811.741731
293	1804.787129
294	1803.69065
295	1792.620722
296	1783.654156
297	1767.656679
298	1746.764374
299	1734.112383
300	1733.391189
301	1715.640093
302	1696.97453
303	1690.666208
304	1671.017117
305	1661.199356
306	1655.707856
307	1654.854951
308	1641.331383
309	1624.781733
310	1619.122424
311	1618.147277
312	1616.17592
313	1608.872479
314	1597.333414
315	1589.714847
316	1587.973016
317	1578.503129
318	1567.237169
319	1557.036197
320	1556.428741
321	1538.980286
322	1530.856675
323	1529.734983
324	1524.180795
325	1523.55196
326	1523.234438
327	1511.350821
328	1503.636694
329	1494.292618
330	1477.190716
331	1461.819449
332	1461.444164
333	1451.731666
334	1450.153289
335	1431.861169
336	1421.066034
337	1403.368571
338	1402.733877
339	1390.583372
340	1382.816626
341	1378.213797
342	1367.994504
343	1365.496915
344	1355.952877
345	1342.09061
346	1327.457956
347	1317.348877
348	1308.788444
349	1300.774123
350	1295.3211
351	1284.006032
352	1274.83293
353	1264.607935
354	1262.85591
355	1254.599083
356	1243.779261
357	1233.84293
358	1228.864487
359	1225.480836
360	1210.075671
361	1197.991355
362	1185.937945
363	1183.87115
364	1171.644833
365	1171.399682
366	1166.060916
367	1158.518489
368	1158.177087
369	1157.944692
370	1152.072106
371	1142.10736
372	1136.377354
373	1133.978373
374	1126.507212
375	1111.439328
376	1096.168844
377	1093.387103
378	1087.170221
379	1086.808583
380	1077.251845
381	1076.959727
382	1067.922177
383	1059.770119
384	1048.429828
385	1040.142201
386	1038.417865
387	1032.797529
388	1026.673915
389	1026.448876
390	1018.175194
391	1011.49354
392	1006.494255
393	1006.269496
394	1006.012712
395	1002.528533
396	995.8306783
397	994.0549222
398	987.7460762
399	987.5736815
400	987.2538019
401	976.008128
402	975.7748369
403	968.6715031
404	961.2875442
405	954.5718303
406	946.0880533
407	937.2105719
408	934.3512971
409	930.5319121
410	924.4259853
411	923.77269
412	919.3329373
413	917.9994919
414	910.7848244
415	910.2090129
416	898.9679721
417	894.0471209
418	891.5093077
419	889.6617019
420	879.1726636
421	878.8697594
422	874.4249433
423	866.80797
424	858.7187312
425	851.4381228
426	847.9487353
427	844.4065318
428	834.2016379
429	827.4113239
430	827.2247927
431	821.4490872
432	813.5867849
433	813.0552968
434	808.6545057
435	805.4732405
436	801.437887
437	796.2696594
438	791.6709617
439	786.1551308
440	777.9260698
441	765.4133696
442	763.8096708
443	762.3603207
444	762.0403263
445	756.0514662
446	755.9407144
447	751.4644047
448	750.2491893
449	749.832182
450	747.2650187
451	741.9636102
452	735.1177719
453	734.5593394
454	727.7923859
455	724.7986288
456	721.0263022
457	710.1520938
458	701.4234674
459	694.0570472
460	688.4542483
461	686.3699493
462	682.9790389
463	678.1064054
464	677.9513103
465	673.5866496
466	670.1478455
467	665.0789717
468	661.6286576
469	658.9610745
470	654.0726682
471	651.6112396
472	646.4327722
473	644.6359071
474	643.1600672
475	639.7102648
476	633.5506263
477	630.4106222
478	625.6028708
479	624.2678544
480	622.2370081
481	618.3257418
482	617.7258866
483	617.5655934
484	616.2673297
485	613.2010392
486	608.2163295
487	608.075624
488	603.229198
489	601.0830233
490	598.7249681
491	597.6594806
492	597.54343
493	590.4000071
494	588.2249782
495	585.4348762
496	581.8683402
497	576.1770965
498	571.0846768
499	568.8107235
500	565.5391557
501	561.7848913
502	561.4883149
503	560.2057216
504	557.1163157
505	554.4884006
506	553.763168
507	550.2428987
508	550.1469146
509	546.7583769
510	542.7530252
511	540.3960423
512	536.9934226
513	536.87591
514	534.1188361
515	529.635127
516	524.5278527
517	518.1046073
518	514.2764366
519	510.0440093
520	508.5184373
521	503.3402469
522	499.1717699
523	497.6464623
524	493.9002724
525	493.7676424
526	491.0757413
527	490.5410827
528	490.3488994
529	486.6093402
530	485.2541288
531	483.4177824
532	478.6302866
533	476.7731386
534	474.4164776
535	470.0126751
536	469.8992583
537	468.4988024
538	466.6815759
539	462.9078676
540	461.5068093
541	460.2343683
542	459.6171955
543	453.0541204
544	447.7371876
545	447.6630307
546	443.8775255
547	440.4778086
548	438.1302645
549	434.9554092
550	430.8801781
551	428.8907503
552	425.9505779
553	425.6305297
554	422.2675479
555	419.0396833
556	416.2499188
557	415.0237826
558	414.867209
559	412.3325189
560	409.4061278
561	406.9450581
562	405.0994739
563	402.7477603
564	401.9867191
565	399.8324703
566	397.43964
567	393.7529588
568	388.3735245
569	386.6009698
570	385.3035508
571	384.3152479
572	382.0831079
573	380.0853702
574	377.5091669
575	377.4410088
576	373.235692
577	370.1312674
578	369.1857066
579	368.2143621
580	366.3989315
581	365.8347665
582	364.3605016
583	360.7950801
584	358.7147475
585	356.1793037
586	355.585809
587	353.0469238
588	350.4175684
589	350.3268652
590	350.2446019
591	349.6718047
592	346.4924859
593	346.1782515
594	342.6997065
595	339.0547243
596	336.8379419
597	336.6072601
598	333.0970591
599	331.2361964
600	331.1236829
601	329.9090991
602	328.196523
603	326.2187669
604	325.3040764
605	323.4546681
606	322.2992405
607	320.0285014
608	319.6342031
609	317.5467013
610	316.588392
611	314.190319
612	314.1175167
613	311.9504377
614	310.3550031
615	309.942087
616	307.7152907
617	305.8135534
618	302.9580492
619	300.9888975
620	300.8932764
621	300.5382188
622	298.6270875
623	297.7090618
624	296.4080968
625	295.7769494
626	293.9976445
627	293.4559371
628	292.5636074
629	292.4188434
630	289.9573603
631	286.2256816
632	286.1511911
633	286.0834198
634	283.0822376
635	282.5704864
636	280.2208423
637	277.1274725
638	275.0844139
639	275.0434794
640	273.5360818
641	272.1720504
642	271.1649704
643	269.9342114
644	269.5864304
645	269.2050305
646	268.926085
647	268.8815934
648	266.7904426
649	265.7191437
650	264.9410791
651	264.135847
652	262.4685652
653	261.1038639
654	260.5361346
655	258.7714995
656	257.99412
657	257.8418047
658	255.9236249
659	255.5292637
660	255.0219884
661	253.4494086
662	251.6663527
663	250.5005961
664	249.2637513
665	247.3661976
666	246.0288696
667	244.5008528
668	243.0796593
669	242.9037844
670	241.1496851
671	239.7679986
672	238.1353854
673	236.784964
674	235.1910247
675	233.6003866
676	232.8950044
677	231.3924861
678	230.2904758
679	229.4558215
680	227.5892062
681	224.8200673
682	224.0895082
683	223.1164947
684	218.9573191
685	217.5592131
686	217.528072
687	214.727508
688	214.6597446
689	213.5030798
690	212.6629248
691	212.577732
692	211.099406
693	211.0675715
694	210.8195974
695	210.1522272
696	208.5235828
697	208.4928309
698	208.2316508
699	207.671822
700	206.1724762
701	205.198264
702	204.9550948
703	204.9271184
704	204.1049689
705	204.0608344
706	202.2936199
707	200.8094805
708	200.5963365
709	200.5448342
710	198.727847
711	197.400532
712	197.3769891
713	196.9555051
714	196.9275187
715	196.5795791
716	196.4905275
717	194.8566348
718	194.0669676
719	193.3170968
720	192.2462453
721	191.1383043
722	189.7126122
723	189.6955305
724	188.3210306
725	187.3587671
726	187.0930027
727	185.800554
728	185.286126
729	184.4936783
730	182.6392956
731	180.64388
732	180.193992
733	180.128665
734	179.2644871
735	178.1484789
736	177.4472875
737	177.4027015
738	175.9725311
739	173.5751839
740	172.4366817
741	171.1647815
742	169.615133
743	169.591382
744	168.7317519
745	167.8169137
746	166.6429962
747	166.5979667
748	165.6440232
749	164.496828
750	162.7702882
751	162.0895385
752	161.1846824
753	160.303041
754	158.7541325
755	157.7490112
756	156.7862098
757	155.4900862
758	154.5976319
759	153.8903104
760	153.2863232
761	152.5820385
762	152.5623095
763	151.6709386
764	150.9912956
765	149.6668653
766	148.8481218
767	148.1754109
768	147.6765186
769	147.2177485
770	146.0903081
771	145.3925469
772	144.4386457
773	144.313884
774	143.7101526
775	143.595842
776	143.0407674
777	142.1446373
778	141.6721048
779	140.854718
780	139.8339989
781	139.8132753
782	139.0015658
783	138.1134766
784	137.8418346
785	137.6029201
786	137.0846028
787	136.2313869
788	134.9827816
789	133.8930124
790	133.6410865
791	133.6211545
792	132.9288419
793	132.4697808
794	132.4472472
795	131.7203817
796	130.5402253
797	130.5220656
798	129.1833089
799	128.6557221
800	127.2728361
801	127.0552491
802	126.5846639
803	125.6664605
804	125.4049221
805	124.6422461
806	124.2927124
807	123.7687865
808	123.2580797
809	122.5869095
810	121.4858414
811	120.550625
812	119.6578021
813	118.9206727
814	118.2010316
815	118.0771404
816	117.8145586
817	117.219124
818	116.8279136
819	115.9920538
820	115.8072083
821	115.426827
822	114.9608731
823	114.6771745
824	113.9921523
825	113.9064832
826	113.2784738
827	113.2474453
828	113.2298248
829	112.4359266
830	111.744127
831	110.33574
832	109.6434924
833	108.9145702
834	108.5350994
835	108.302378
836	107.4674491
837	106.9194239
838	106.6464122
839	105.8858922
840	105.534548
841	105.1253748
842	104.6596069
843	104.0935342
844	103.3067452
845	102.3727626
846	102.0255796
847	101.783258
848	101.7200822
849	101.6056366
850	101.1707275
851	101.1311339
852	100.8997284
853	100.8856273
854	100.4984333
855	99.51737982
856	99.18993097
857	98.96567922
858	97.99361039
859	96.99169193
860	96.35600479
861	95.89636075
862	95.8850825
863	95.0463312
864	94.3566534
865	94.16435433
866	93.09669239
867	92.89103014
868	92.18534014
869	92.13437377
870	91.0664065
871	90.49031071
872	89.95337387
873	89.7109513
874	89.48210019
875	89.23121394
876	88.24607011
877	87.95156929
878	87.93555773
879	87.76555307
880	87.03278753
881	86.84811549
882	86.13873034
883	85.45558866
884	85.05120598
885	84.49352743
886	84.01249318
887	83.74769048
888	83.51553705
889	82.60025598
890	81.9847628
891	81.78023596
892	81.42941712
893	81.34975599
894	81.28523203
895	80.21173703
896	79.54114894
897	79.00272394
898	78.36108907
899	77.7160364
900	76.99604492
901	76.41864197
902	75.8751796
903	75.33750726
904	75.06905583
905	74.45571813
906	74.28965387
907	73.57385017
908	73.34953916
909	73.11322855
910	73.036231
911	72.46731226
912	72.13811326
913	71.51043981
914	71.20672691
915	70.82104622
916	70.22919697
917	69.72207268
918	69.19398755
919	68.58801167
920	68.21938542
921	68.04178297
922	68.02098962
923	67.90068987
924	67.33528431
925	67.10304192
926	66.30038899
927	65.66468556
928	65.18173577
929	64.79487912
930	64.43175524
931	64.41758216
932	64.15741144
933	64.02734314
934	63.55371084
935	63.03255631
936	62.69683612
937	61.99447646
938	61.77543311
939	61.19476365
940	60.68289522
941	60.18245367
942	60.12412649
943	59.68480921
944	59.4489603
945	59.14459366
946	58.72622599
947	58.56591901
948	58.40445255
949	58.17876509
950	57.73209079
951	57.31711739
952	57.20486889
953	57.02220432
954	56.77250717
955	56.46516075
956	56.44863384
957	56.33461148
958	55.92133052
959	55.70124366
960	55.17463142
961	54.96541655
962	54.73333042
963	54.50821008
964	54.43809981
965	54.20808827
966	53.94555042
967	53.888101
968	53.28726098
969	53.06318945
970	52.94961744
971	52.82299444
972	52.8111496
973	52.46914874
974	52.41197705
975	52.08594381
976	51.5489766
977	51.3953614
978	51.21382282
979	51.13860838
980	51.01090289
981	50.73160923
982	50.66764408
983	50.31423715
984	50.22454873
985	50.17354763
986	50.05621332
987	49.56103988
988	49.54798827
989	49.47934644
990	48.98286941
991	48.63345785
992	48.12223327
993	48.11557053
994	47.80446081
995	47.08402675
996	46.91294102
997	46.71037148
998	46.70102976
999	46.42899791
1000	46.27646444
1001	46.17594193
1002	45.90182366
1003	45.64119736
1004	45.36852203
1005	45.10753517
1006	44.94716026
1007	44.83337716
1008	44.43923774
1009	44.23319086
1010	44.16886868
1011	43.82279279
1012	43.81509685
1013	43.55064112
1014	43.35499514
1015	43.34288396
1016	43.24816022
1017	42.86522142
1018	42.8581217
1019	42.6335135
1020	42.5150402
1021	42.35650801
1022	42.25146407
1023	42.08187466
1024	41.59872939
1025	41.33504927
1026	41.21510713
1027	40.82028565
1028	40.74993796
1029	40.31733712
1030	40.14642867
1031	40.02005473
1032	39.97870857
1033	39.92277221
1034	39.68795034
1035	39.56757718
1036	39.30588506
1037	39.29890868
1038	39.1024383
1039	38.78951303
1040	38.7446432
1041	38.50959133
1042	38.24751267
1043	38.19370915
1044	38.10064012
1045	37.70037226
1046	37.42707435
1047	37.38625201
1048	37.31913588
1049	37.27069418
1050	37.01226056
1051	36.74211123
1052	36.4899038
1053	36.42359665
1054	36.3051483
1055	36.03390653
1056	35.97437769
1057	35.72379751
1058	35.71235642
1059	35.69497966
1060	35.51992997
1061	35.22871713
1062	34.97257797
1063	34.75293359
1064	34.68305355
1065	34.48076754
1066	34.27985727
1067	33.94211075
1068	33.74404199
1069	33.49229671
1070	33.44679114
1071	33.33623047
1072	33.223999
1073	33.15492142
1074	33.12511514
1075	32.84887491
1076	32.58294318
1077	32.4927302
1078	32.37506351
1079	32.37052209
1080	32.20335052
1081	32.00943715
1082	31.77163398
1083	31.69260526
1084	31.61303031
1085	31.30622472
1086	31.0909617
1087	30.83430348
1088	30.81344261
1089	30.75277335
1090	30.69572887
1091	30.66869726
1092	30.66338927
1093	30.44872463
1094	30.44076737
1095	30.43743347
1096	30.34053084
1097	30.23931861
1098	30.06279126
1099	29.89151711
1100	29.74104434
1101	29.73824978
1102	29.51372245
1103	29.49654128
1104	29.38360802
1105	29.2594012
1106	28.90833319
1107	28.73423216
1108	28.64688595
1109	28.55088796
1110	28.36392546
1111	28.31457633
1112	28.03437295
1113	28.0298529
1114	28.0258732
1115	27.90882231
1116	27.73037013
1117	27.64479001
1118	27.59014796
1119	27.39228769
1120	27.27373069
1121	27.17073915
1122	27.06276863
1123	27.00341324
1124	26.96607213
1125	26.84505221
1126	26.75262999
1127	26.62203229
1128	26.60917094
1129	26.52619014
1130	26.3199593
1131	26.12322199
1132	25.89145208
1133	25.88019491
1134	25.68693275
1135	25.45323248
1136	25.40300234
1137	25.25633537
1138	25.25160314
1139	25.02830002
1140	24.89115399
1141	24.83902092
1142	24.798614
1143	24.65421749
1144	24.62736515
1145	24.46219731
1146	24.35176431
1147	24.21215595
1148	24.04140583
1149	24.03852891
1150	24.02192514
1151	23.80327208
1152	23.66218022
1153	23.63996722
1154	23.48475201
1155	23.40908649
1156	23.30075319
1157	23.26354643
1158	23.23145638
1159	23.19594076
1160	23.18571298
1161	23.12700798
1162	22.89991113
1163	22.77243573
1164	22.76897448
1165	22.75535524
1166	22.60910204
1167	22.5579554
1168	22.53764292
1169	22.36998257
1170	22.35526234
1171	22.18728508
1172	22.03387771
1173	21.9531702
1174	21.94822566
1175	21.79741021
1176	21.70478135
1177	21.57473057
1178	21.53474951
1179	21.51470104
1180	21.43282665
1181	21.35531472
1182	21.18464663
1183	21.09289458
1184	21.09082156
1185	21.02194445
1186	20.89891564
1187	20.79265408
1188	20.62025152
1189	20.61631918
1190	20.4701313
1191	20.44976016
1192	20.34716013
1193	20.18390377
1194	20.01288555
1195	19.87620096
1196	19.8184095
1197	19.81067589
1198	19.80441249
1199	19.78549342
1200	19.69981201
1201	19.65943718
1202	19.53353022
1203	19.37314642
1204	19.22147494
1205	19.09843901
1206	19.06425666
1207	19.00809209
1208	18.78882837
1209	18.69454634
1210	18.59248663
1211	18.46343326
1212	18.410943
1213	18.35878962
1214	18.29029785
1215	18.1351492
1216	18.13139178
1217	18.04128531
1218	17.87086781
1219	17.86956491
1220	17.77101095
1221	17.67375662
1222	17.44483278
1223	17.41472782
1224	17.29435875
1225	17.1519197
1226	17.04266279
1227	16.98329932
1228	16.8946954
1229	16.79543705
1230	16.68392692
1231	16.65504054
1232	16.56802186
1233	16.43925358
1234	16.35999566
1235	16.27898073
1236	16.14235574
1237	16.13751088
1238	16.13161956
1239	16.11420016
1240	15.97511265
1241	15.89045371
1242	15.81787024
1243	15.76111784
1244	15.6336417
1245	15.61954042
1246	15.60809522
1247	15.57356461
1248	15.55827808
1249	15.52596672
1250	15.5020663
1251	15.44473147
1252	15.39661159
1253	15.37427265
1254	15.31303752
1255	15.30935901
1256	15.1682245
1257	15.11349392
1258	15.09819537
1259	15.01013387
1260	14.97602265
1261	14.89662163
1262	14.89404984
1263	14.79675772
1264	14.70907797
1265	14.64680608
1266	14.56006344
1267	14.38830812
1268	14.28837896
1269	14.16793157
1270	14.10455264
1271	14.04152897
1272	13.8745612
1273	13.82604679
1274	13.71193914
1275	13.58706744
1276	13.47495273
1277	13.37467516
1278	13.37281679
1279	13.28328016
1280	13.18330615
1281	13.10986334
1282	13.10727178
1283	13.00377778
1284	12.91679166
1285	12.86797934
1286	12.8049576
1287	12.76816235
1288	12.74020129
1289	12.6732037
1290	12.55292579
1291	12.51199272
1292	12.46125756
1293	12.41452104
1294	12.33931873
1295	12.2802506
1296	12.26845903
1297	12.17777549
1298	12.17249001
1299	12.13472452
